Year	Agency	Category	Detail	Vendor	Payments	Counts	TotalP
2011	CONSERVATION	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	7793.91	65	353180.23
2011	OFFICE OF ADMINISTRATION	SUPPLIES	UNIFORMS & CLOTHING	BUTLER SUPPLY-ST LOUIS	50.00	65	353180.23
2011	CORRECTIONS	COMMUNICATION SERVICE & SUPPLIES	TELECOMMUNICATION SUPPLIES	BUTLER SUPPLY-ST LOUIS	208.37	65	353180.23
2011	NATURAL RESOURCES	PROFESSIONAL SERVICES	EXPRESS & FREIGHT SERVICES	BUTLER SUPPLY-ST LOUIS	33.73	65	353180.23
2011	CONSERVATION	OTHER EQUIPMENT	FIXTURES	BUTLER SUPPLY-ST LOUIS	4495.10	65	353180.23
2011	MENTAL HEALTH	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	10353.65	65	353180.23
2011	CORRECTIONS	SUPPLIES	AGRICULTURE/GROUNDS SUPPLIES	BUTLER SUPPLY-ST LOUIS	874.34	65	353180.23
2011	MENTAL HEALTH	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	BUTLER SUPPLY-ST LOUIS	322.71	65	353180.23
2011	CORRECTIONS	SUPPLIES	BUILDING REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	839.35	65	353180.23
2011	NATURAL RESOURCES	SUPPLIES	BUILDING REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	252.94	65	353180.23
2011	CORRECTIONS	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	8051.51	65	353180.23
2011	NATURAL RESOURCES	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	8615.89	65	353180.23
2011	CORRECTIONS	SUPPLIES	FOOD SERVICE SUPPLIES	BUTLER SUPPLY-ST LOUIS	276.48	65	353180.23
2011	NATURAL RESOURCES	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	BUTLER SUPPLY-ST LOUIS	1830.23	65	353180.23
2011	CORRECTIONS	SUPPLIES	MECHANICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	122.58	65	353180.23
2011	OFFICE OF ADMINISTRATION	COMMUNICATION SERVICE & SUPPLIES	TELECOMMUNICATION SUPPLIES	BUTLER SUPPLY-ST LOUIS	332.87	65	353180.23
2011	ELEMENTARY AND SECONDARY EDUCATION	PROGRAM DISTRIBUTIONS	AID EDUC INSTIT & SCHOOL DIST	BUTLER SUPPLY-ST LOUIS	706.80	65	353180.23
2011	MENTAL HEALTH	SUPPLIES	OFFICE SUPPLIES	BUTLER SUPPLY-ST LOUIS	53.46	65	353180.23
2011	ELEMENTARY AND SECONDARY EDUCATION	SUPPLIES	VEHICLE REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	41.64	65	353180.23
2011	OFFICE OF ADMINISTRATION	SUPPLIES	BUILDING REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	3631.68	65	353180.23
2011	ELEMENTARY AND SECONDARY EDUCATION	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	1148.95	65	353180.23
2011	NATURAL RESOURCES	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	BUTLER SUPPLY-ST LOUIS	168.29	65	353180.23
2011	SOCIAL SERVICES	SUPPLIES	MECHANICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	19.59	65	353180.23
2011	OFFICE OF ADMINISTRATION	SUPPLIES	MECHANICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	15708.82	65	353180.23
2011	REVENUE	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	708.73	65	353180.23
2011	NATURAL RESOURCES	PROPERTY & IMPROVEMENTS	SITE IMPROVEMENTS	BUTLER SUPPLY-ST LOUIS	377.71	65	353180.23
2011	PUBLIC SAFETY	PROPERTY & IMPROVEMENTS	PROPERTY & IMPROVEMENTS	BUTLER SUPPLY-ST LOUIS	27.07	65	353180.23
2011	MENTAL HEALTH	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	BUTLER SUPPLY-ST LOUIS	221.59	65	353180.23
2011	PUBLIC SAFETY	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	14463.26	65	353180.23
2011	REVENUE	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	BUTLER SUPPLY-ST LOUIS	22.84	65	353180.23
2011	PUBLIC SAFETY	SUPPLIES	PLUMBING SUPPLIES	BUTLER SUPPLY-ST LOUIS	3621.45	65	353180.23
2011	REVENUE	SUPPLIES	VEHICLE REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	91.13	65	353180.23
2011	SOCIAL SERVICES	SUPPLIES	ELECTRICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	510.87	65	353180.23
2011	PUBLIC SAFETY	PROPERTY & IMPROVEMENTS	MINOR REPAIR, MAINT & IMPROVEMENT SERV	BUTLER SUPPLY-ST LOUIS	2538.30	65	353180.23
2011	PUBLIC SAFETY	SUPPLIES	BUILDING REPAIR SUPPLIES	BUTLER SUPPLY-ST LOUIS	1039.51	65	353180.23
2011	PUBLIC SAFETY	OTHER EQUIPMENT	OTHER EQUIPMENT	BUTLER SUPPLY-ST LOUIS	6.30	65	353180.23
2011	PUBLIC SAFETY	SUPPLIES	PRINTING & BINDING SUPPLIES	BUTLER SUPPLY-ST LOUIS	278.38	65	353180.23
2011	PUBLIC SAFETY	SUPPLIES	MECHANICAL SUPPLIES	BUTLER SUPPLY-ST LOUIS	148.73	65	353180.23
2011	ECONOMIC DEVELOPMENT	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	36533.00	17	1977300.99
2011	LABOR AND INDUSTRIAL RELATIONS	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	15801.72	17	1977300.99
2011	AGRICULTURE	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	104628.00	17	1977300.99
2011	OFFICE OF ATTORNEY GENERAL	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	66781.86	17	1977300.99
2011	CONSERVATION	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	313506.64	17	1977300.99
2011	OFFICE OF ADMINISTRATION	OTHER EQUIPMENT	OTHER FIXED ASSETS	CABLE DAHMER CHEVROLET	132063.80	17	1977300.99
2011	CORRECTIONS	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABLE DAHMER CHEVROLET	2070.17	17	1977300.99
2011	OFFICE OF ADMINISTRATION	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	91395.00	17	1977300.99
2011	INSURANCE, FIN INST AND PROF REGISTRATION	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	47818.55	17	1977300.99
2011	NATURAL RESOURCES	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	242686.55	17	1977300.99
2011	HEALTH AND SENIOR SERVICES	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABLE DAHMER CHEVROLET	2267.73	17	1977300.99
2011	PUBLIC SAFETY	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	569121.80	17	1977300.99
2011	HEALTH AND SENIOR SERVICES	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	222188.67	17	1977300.99
2011	REVENUE	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABLE DAHMER CHEVROLET	26.45	17	1977300.99
2011	SOCIAL SERVICES	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABLE DAHMER CHEVROLET	8754.05	17	1977300.99
2011	SOCIAL SERVICES	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	34876.00	17	1977300.99
2011	TRANSPORTATION	MOTORIZED EQUIPMENT	VEHICLES	CABLE DAHMER CHEVROLET	86781.00	17	1977300.99
2011	AGRICULTURE	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABOOL TIRES INC	106.21	10	38681.64
2011	ELEMENTARY AND SECONDARY EDUCATION	REPAIR & MAINTENANCE SERVICES	OTHER TRANSPORTATION REPAIR & MAINT	CABOOL TIRES INC	355.90	10	38681.64
2011	CONSERVATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CABOOL TIRES INC	303.92	10	38681.64
2011	TRANSPORTATION	SUPPLIES	VEHICLE REPAIR SUPPLIES	CABOOL TIRES INC	32034.64	10	38681.64
2011	CONSERVATION	SUPPLIES	VEHICLE REPAIR SUPPLIES	CABOOL TIRES INC	875.74	10	38681.64
2011	TRANSPORTATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CABOOL TIRES INC	3656.15	10	38681.64
2011	SOCIAL SERVICES	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CABOOL TIRES INC	4.16	10	38681.64
2011	TRANSPORTATION	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABOOL TIRES INC	315.52	10	38681.64
2011	SOCIAL SERVICES	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CABOOL TIRES INC	17.25	10	38681.64
2011	TRANSPORTATION	REPAIR & MAINTENANCE SERVICES	AGRICULTURE/GROUNDS EQUIP REPAIR & MAINT	CABOOL TIRES INC	1012.15	10	38681.64
2011	CORRECTIONS	OTHER EQUIPMENT	MEDICAL & DENTAL EQUIPMENT	CAMELA CORPORATION	5697.00	12	43661.59
2011	MENTAL HEALTH	OTHER EQUIPMENT	OTHER EQUIPMENT	CAMELA CORPORATION	397.00	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	FOOD SERVICE SUPPLIES	CAMELA CORPORATION	445.50	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	OFFICE SUPPLIES	CAMELA CORPORATION	1635.00	12	43661.59
2011	MENTAL HEALTH	MISCELLANEOUS EXPENSES	AGENCY PROVIDED FOOD	CAMELA CORPORATION	274.10	12	43661.59
2011	MENTAL HEALTH	PROFESSIONAL SERVICES	EXPRESS & FREIGHT SERVICES	CAMELA CORPORATION	40.00	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	LAUNDRY & LINEN SUPPLIES	CAMELA CORPORATION	502.70	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	PERSONAL CARE SUPPLIES	CAMELA CORPORATION	29045.34	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	CLOTHING SUPPLIES	CAMELA CORPORATION	1334.97	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	OTHER RESIDENTIAL SUPPLIES	CAMELA CORPORATION	163.00	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CAMELA CORPORATION	527.00	12	43661.59
2011	MENTAL HEALTH	SUPPLIES	MEDICAL & DENTAL SUPPLIES	CAMELA CORPORATION	3599.98	12	43661.59
2011	TRANSPORTATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAMERON LUMBER CO	1314.50	17	15623.45
2011	NATURAL RESOURCES	EQUIPMENT RENTAL & LEASES	OTHER EQUIPMENT RENTALS	CAMERON LUMBER CO	51.25	17	15623.45
2011	TRANSPORTATION	PROPERTY & IMPROVEMENTS	OTHER PROPERTY & IMPROVEMENTS	CAMERON LUMBER CO	5582.77	17	15623.45
2011	OFFICE OF ADMINISTRATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAMERON LUMBER CO	2618.07	17	15623.45
2011	TRANSPORTATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAMERON LUMBER CO	105.59	17	15623.45
2011	OFFICE OF ADMINISTRATION	OTHER EQUIPMENT	OTHER EQUIPMENT	CAMERON LUMBER CO	8.49	17	15623.45
2011	PUBLIC SAFETY	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAMERON LUMBER CO	1187.07	17	15623.45
2011	OFFICE OF ADMINISTRATION	EQUIPMENT RENTAL & LEASES	HEAVY EQUIPMENT RENTALS	CAMERON LUMBER CO	158.75	17	15623.45
2011	PUBLIC SAFETY	SUPPLIES	BUILDING REPAIR SUPPLIES	CAMERON LUMBER CO	559.79	17	15623.45
2011	OFFICE OF ADMINISTRATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAMERON LUMBER CO	12.98	17	15623.45
2011	TRANSPORTATION	OTHER EQUIPMENT	OTHER EQUIPMENT	CAMERON LUMBER CO	12.87	17	15623.45
2011	NATURAL RESOURCES	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CAMERON LUMBER CO	9.57	17	15623.45
2011	CORRECTIONS	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAMERON LUMBER CO	390.71	17	15623.45
2011	NATURAL RESOURCES	SUPPLIES	BUILDING REPAIR SUPPLIES	CAMERON LUMBER CO	599.45	17	15623.45
2011	CORRECTIONS	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CAMERON LUMBER CO	380.67	17	15623.45
2011	ECONOMIC DEVELOPMENT	SUPPLIES	EDUCATION SUPPLIES	CAMERON LUMBER CO	1496.68	17	15623.45
2011	CORRECTIONS	SUPPLIES	BUILDING REPAIR SUPPLIES	CAMERON LUMBER CO	1134.24	17	15623.45
2011	TRANSPORTATION	SUPPLIES	UNIFORMS & CLOTHING	CAMPBELL, BRANDON D	120.00	11	3446.27
2011	TRANSPORTATION	TRAVEL	IN-STATE MILEAGE	CAMPBELL, BRANDON D	175.24	11	3446.27
2011	TRANSPORTATION	TRAVEL	OTHER IN-STATE TRAVEL EXPENSES	CAMPBELL, BRANDON D	26.00	11	3446.27
2011	TRANSPORTATION	TRAVEL	IN-STATE MEALS W/O OVERNIGHT	CAMPBELL, BRANDON D	75.00	11	3446.27
2011	TRANSPORTATION	PROFESSIONAL DEVELOPMENT	TUITION EXPENSES	CAMPBELL, BRANDON D	1840.80	11	3446.27
2011	TRANSPORTATION	TRAVEL	OUT-OF-STATE MEALS	CAMPBELL, BRANDON D	88.02	11	3446.27
2011	TRANSPORTATION	TRAVEL	OUT-OF-STATE LODGING	CAMPBELL, BRANDON D	521.56	11	3446.27
2011	TRANSPORTATION	PROFESSIONAL DEVELOPMENT	LICENSES AND CERTIFICATIONS	CAMPBELL, BRANDON D	36.38	11	3446.27
2011	TRANSPORTATION	TRAVEL	OTHER OUT-OF-STATE TRAVEL EXPENSE	CAMPBELL, BRANDON D	209.20	11	3446.27
2011	TRANSPORTATION	TRAVEL	IN-STATE MEALS	CAMPBELL, BRANDON D	97.07	11	3446.27
2011	TRANSPORTATION	PROFESSIONAL DEVELOPMENT	ORGANIZATION MEMBERSHIPS	CAMPBELL, BRANDON D	257.00	11	3446.27
2011	SOCIAL SERVICES	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	925.58	25	44779.55
2011	TRANSPORTATION	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	8815.97	25	44779.55
2011	SOCIAL SERVICES	SUPPLIES	UNIFORMS & CLOTHING	CAPE ELECTRICAL SUPPLY LLC	3.05	25	44779.55
2011	TRANSPORTATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	38.14	25	44779.55
2011	SOCIAL SERVICES	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAPE ELECTRICAL SUPPLY LLC	20.53	25	44779.55
2011	TRANSPORTATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAPE ELECTRICAL SUPPLY LLC	77.11	25	44779.55
2011	SOCIAL SERVICES	SUPPLIES	PLUMBING SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	12.80	25	44779.55
2011	TRANSPORTATION	PROPERTY & IMPROVEMENTS	OTHER PROPERTY & IMPROVEMENTS	CAPE ELECTRICAL SUPPLY LLC	4030.20	25	44779.55
2011	TRANSPORTATION	COMMUNICATION SERVICE & SUPPLIES	OTHER COMMUNICATION CHARGES	CAPE ELECTRICAL SUPPLY LLC	286.15	25	44779.55
2011	TRANSPORTATION	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	383.05	25	44779.55
2011	PUBLIC SAFETY	OTHER EQUIPMENT	OTHER EQUIPMENT	CAPE ELECTRICAL SUPPLY LLC	162.85	25	44779.55
2011	CORRECTIONS	SUPPLIES	OTHER SPECIFIC USE SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	564.63	25	44779.55
2011	TRANSPORTATION	OTHER EQUIPMENT	OTHER EQUIPMENT	CAPE ELECTRICAL SUPPLY LLC	82.87	25	44779.55
2011	CONSERVATION	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	87.60	25	44779.55
2011	TRANSPORTATION	OTHER EQUIPMENT	COMMUNICATION EQUIPMENT	CAPE ELECTRICAL SUPPLY LLC	1855.00	25	44779.55
2011	CORRECTIONS	PROFESSIONAL SERVICES	EXPRESS & FREIGHT SERVICES	CAPE ELECTRICAL SUPPLY LLC	15.00	25	44779.55
2011	OFFICE OF ADMINISTRATION	REPAIR & MAINTENANCE SERVICES	MECHANICAL REPAIR & MAINTENANCE SERVICES	CAPE ELECTRICAL SUPPLY LLC	1438.50	25	44779.55
2011	CORRECTIONS	REPAIR & MAINTENANCE SERVICES	SPECIFIC USE EQUIP  REPAIR & MAINTENANCE	CAPE ELECTRICAL SUPPLY LLC	198.75	25	44779.55
2011	OFFICE OF ADMINISTRATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	0.56	25	44779.55
2011	CORRECTIONS	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	4534.95	25	44779.55
2011	OFFICE OF ADMINISTRATION	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	19180.33	25	44779.55
2011	OFFICE OF ADMINISTRATION	REPAIR & MAINTENANCE SERVICES	ELECTRICAL REPAIR & MAINTENANCE SERVICES	CAPE ELECTRICAL SUPPLY LLC	600.00	25	44779.55
2011	NATURAL RESOURCES	OTHER EQUIPMENT	OTHER EQUIPMENT	CAPE ELECTRICAL SUPPLY LLC	97.56	25	44779.55
2011	OFFICE OF ADMINISTRATION	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAPE ELECTRICAL SUPPLY LLC	344.05	25	44779.55
2011	NATURAL RESOURCES	SUPPLIES	ELECTRICAL SUPPLIES	CAPE ELECTRICAL SUPPLY LLC	1024.32	25	44779.55
2011	ELEMENTARY AND SECONDARY EDUCATION	PROGRAM DISTRIBUTIONS	MEDICAL ASSIST SERVICES	CAPE GIRARDEAU PUBLIC SCHOOL	1773.82	12	10588979.48
2011	SOCIAL SERVICES	PROGRAM DISTRIBUTIONS	OTHER ASSISTANCE BENEFITS	CAPE GIRARDEAU PUBLIC SCHOOL	87770.48	12	10588979.48
2011	HEALTH AND SENIOR SERVICES	BUILDING LEASE PAYMENTS	MEETING ROOM/EXHIBIT SPACE RENTALS	CAPE GIRARDEAU PUBLIC SCHOOL	600.00	12	10588979.48
2011	ECONOMIC DEVELOPMENT	PROGRAM DISTRIBUTIONS	AID EDUC INSTIT & SCHOOL DIST	CAPE GIRARDEAU PUBLIC SCHOOL	23556.75	12	10588979.48
2011	ELEMENTARY AND SECONDARY EDUCATION	PROGRAM DISTRIBUTIONS	AID EDUC INSTIT & SCHOOL DIST	CAPE GIRARDEAU PUBLIC SCHOOL	10353804.68	12	10588979.48
2011	ECONOMIC DEVELOPMENT	PROGRAM DISTRIBUTIONS	EDUCATION ASSIST PAYMENTS	CAPE GIRARDEAU PUBLIC SCHOOL	62447.11	12	10588979.48
2011	HIGHER EDUCATION	PROGRAM DISTRIBUTIONS	EDUCATION ASSIST PAYMENTS	CAPE GIRARDEAU PUBLIC SCHOOL	21976.00	12	10588979.48
2011	ECONOMIC DEVELOPMENT	PROGRAM DISTRIBUTIONS	PROGRAM REIMBURSEMENTS	CAPE GIRARDEAU PUBLIC SCHOOL	1425.00	12	10588979.48
2011	ELEMENTARY AND SECONDARY EDUCATION	PROGRAM DISTRIBUTIONS	CLIENT ASSISTANCE SERVICES	CAPE GIRARDEAU PUBLIC SCHOOL	9255.09	12	10588979.48
2011	TRANSPORTATION	PROGRAM DISTRIBUTIONS	AID TO LOCAL GOVERNMENTS	CAPE GIRARDEAU PUBLIC SCHOOL	1300.00	12	10588979.48
2011	HIGHER EDUCATION	PROGRAM DISTRIBUTIONS	PROGRAM REIMBURSEMENTS	CAPE GIRARDEAU PUBLIC SCHOOL	24737.25	12	10588979.48
2011	MENTAL HEALTH	PROFESSIONAL SERVICES	EDUCATIONAL SERVICES	CAPE GIRARDEAU PUBLIC SCHOOL	333.30	12	10588979.48
2011	MENTAL HEALTH	PROFESSIONAL SERVICES	MEDICAL & DENTAL SERVICES	CAPE RADIOLOGY GROUP PC	1411.52	13	33850.69
2011	ELEMENTARY AND SECONDARY EDUCATION	PROGRAM DISTRIBUTIONS	MEDICAL ASSIST SERVICES	CAPE RADIOLOGY GROUP PC	2067.20	13	33850.69
2011	OFFICE OF ADMINISTRATION	PROFESSIONAL SERVICES	MEDICAL & DENTAL SERVICES	CAPE RADIOLOGY GROUP PC	14254.40	13	33850.69
2011	HEALTH AND SENIOR SERVICES	PROFESSIONAL SERVICES	MEDICAL & DENTAL SERVICES	CAPE RADIOLOGY GROUP PC	68.30	13	33850.69
2011	SOCIAL SERVICES	PROFESSIONAL SERVICES	MEDICAL & DENTAL SERVICES	CAPE RADIOLOGY GROUP PC	2354.00	13	33850.69
2011	ELEMENTARY AND SECONDARY EDUCATION	PROFESSIONAL SERVICES	PHYSICAL EXAM SERVICES	CAPE RADIOLOGY GROUP PC	7225.44	13	33850.69
2011	PUBLIC SAFETY	PROGRAM DISTRIBUTIONS	CRIME VICTIMS PAYMENTS	CAPE RADIOLOGY GROUP PC	5125.97	13	33850.69
2011	CORRECTIONS	PROFESSIONAL SERVICES	MEDICAL & DENTAL SERVICES	CAPE RADIOLOGY GROUP PC	214.00	13	33850.69
2011	SOCIAL SERVICES	PROGRAM DISTRIBUTIONS	MEDICAL ASSIST SERVICES	CAPE RADIOLOGY GROUP PC	171.86	13	33850.69
2011	TRANSPORTATION	PROFESSIONAL SERVICES	PHYSICAL EXAM SERVICES	CAPE RADIOLOGY GROUP PC	830.00	13	33850.69
2011	PUBLIC SAFETY	PROFESSIONAL SERVICES	LABORATORY SERVICES	CAPE RADIOLOGY GROUP PC	36.00	13	33850.69
2011	SOCIAL SERVICES	MISCELLANEOUS EXPENSES	COPIES OF RECORDS	CAPE RADIOLOGY GROUP PC	52.00	13	33850.69
2011	SOCIAL SERVICES	PROFESSIONAL SERVICES	PHYSICAL EXAM SERVICES	CAPE RADIOLOGY GROUP PC	40.00	13	33850.69
2011	OFFICE OF STATE AUDITOR	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	470.00	10	10734.60
2011	ECONOMIC DEVELOPMENT	MISCELLANEOUS EXPENSES	COPIES OF RECORDS	CAPITAL CITY COURT REPORTING	168.00	10	10734.60
2011	NATURAL RESOURCES	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	200.50	10	10734.60
2011	ECONOMIC DEVELOPMENT	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	180.00	10	10734.60
2011	OFFICE OF ADMINISTRATION	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	4529.30	10	10734.60
2011	CORRECTIONS	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	496.00	10	10734.60
2011	OFFICE OF ATTORNEY GENERAL	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	2074.25	10	10734.60
2011	INSURANCE, FIN INST AND PROF REGISTRATION	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	272.00	10	10734.60
2011	MENTAL HEALTH	PROFESSIONAL SERVICES	OTHER PROFESSIONAL SERVICES	CAPITAL CITY COURT REPORTING	250.00	10	10734.60
2011	JUDICIARY	PROFESSIONAL SERVICES	PROFESSIONAL COURT SERVICES	CAPITAL CITY COURT REPORTING	2094.55	10	10734.60
2011	MENTAL HEALTH	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL INSTALLERS INC	300.00	14	13582.75
2011	REVENUE	REPAIR & MAINTENANCE SERVICES	OTHER EQUIPMENT REPAIR & MAINTENANCE	CAPITAL INSTALLERS INC	159.00	14	13582.75
2011	OFFICE OF ADMINISTRATION	REPAIR & MAINTENANCE SERVICES	OTHER EQUIPMENT REPAIR & MAINTENANCE	CAPITAL INSTALLERS INC	1905.00	14	13582.75
2011	REVENUE	PROPERTY & IMPROVEMENTS	MINOR REPAIR, MAINT & IMPROVEMENT SERV	CAPITAL INSTALLERS INC	90.00	14	13582.75
2011	OFFICE OF ADMINISTRATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL INSTALLERS INC	276.70	14	13582.75
2011	PUBLIC SAFETY	REPAIR & MAINTENANCE SERVICES	MECHANICAL REPAIR & MAINTENANCE SERVICES	CAPITAL INSTALLERS INC	2130.25	14	13582.75
2011	TRANSPORTATION	REPAIR & MAINTENANCE SERVICES	OTHER EQUIPMENT REPAIR & MAINTENANCE	CAPITAL INSTALLERS INC	118.90	14	13582.75
2011	CONSERVATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL INSTALLERS INC	6812.60	14	13582.75
2011	TRANSPORTATION	REPAIR & MAINTENANCE SERVICES	VEHICLE REPAIR & MAINTENANCE	CAPITAL INSTALLERS INC	155.00	14	13582.75
2011	CORRECTIONS	REPAIR & MAINTENANCE SERVICES	OTHER EQUIPMENT REPAIR & MAINTENANCE	CAPITAL INSTALLERS INC	90.00	14	13582.75
2011	TRANSPORTATION	PROPERTY & IMPROVEMENTS	MINOR REPAIR, MAINT & IMPROVEMENT SERV	CAPITAL INSTALLERS INC	383.10	14	13582.75
2011	CORRECTIONS	REPAIR & MAINTENANCE SERVICES	OTHER TRANSPORTATION REPAIR & MAINT	CAPITAL INSTALLERS INC	677.80	14	13582.75
2011	TRANSPORTATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL INSTALLERS INC	384.00	14	13582.75
2011	TRANSPORTATION	PROFESSIONAL SERVICES	OTHER BUSINESS SERVICES	CAPITAL INSTALLERS INC	100.40	14	13582.75
2011	OFFICE OF ADMINISTRATION	REPAIR & MAINTENANCE SERVICES	AGRICULTURE/GROUNDS EQUIP REPAIR & MAINT	CAPITAL MACHINE CO INC	71.40	35	32100.98
2011	TRANSPORTATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL MACHINE CO INC	16.35	35	32100.98
2011	OFFICE OF ADMINISTRATION	SUPPLIES	BUILDING REPAIR SUPPLIES	CAPITAL MACHINE CO INC	741.26	35	32100.98
2011	CORRECTIONS	SUPPLIES	OTHER REPAIR & MAINTENANCE SUPP	CAPITAL MACHINE CO INC	34.90	35	32100.98
2011	OFFICE OF ADMINISTRATION	SUPPLIES	MECHANICAL SUPPLIES	CAPITAL MACHINE CO INC	7893.51	35	32100.98
